Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
US-PFa,WS_1_2_1,,122,SA-ATI SATI K Style,,,15-May
US-PFa,WS_1_3_1,,30,SA-ATI SATI K Style,,,15-May
US-PFa,WS_1_1_1,,396,SA-ATI SATI K Style,,,15-May
US-Pon,CO2_1,,4.5,,,,02-Jan
US-Pon,FC,,4.5,,,,02-Jan
US-Pon,H,,4.5,,,,02-Jan
US-Pon,LE,,4.5,,,,02-Jan
US-Pon,TA,,4.5,,,,02-Jan
US-Pon,PA,,3.5,,,,02-Jan
US-Pon,SW_IN,,3.5,,,,02-Jan
US-Pon,SW_OUT,,3.5,,,,02-Jan
US-Pon,RH,,4.5,,,,02-Jan
US-Pon,NETRAD,,3.5,,,,02-Jan
US-Pon,WD,,4.5,,,,02-Jan
US-Pon,WS,,4.5,,,,02-Jan
US-Prr,CO2_1_2_1,,1.9,GA_CP-LI-COR LI-7200,,,03-May
US-Prr,CO2_1_1_1,,11,GA_CP-LI-COR LI-7200,,,03-May
US-Prr,FC_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,FC_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,G_2_1_1,,-0.08,SOIL_H-Plate_AUTO,,,03-May
US-Prr,G_1_1_1,,-0.08,SOIL_H-Plate_AUTO,,,03-May
US-Prr,FH2O,,11,GA_CP-LI-COR LI-7200,,,03-May
US-Prr,GPP_PI_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,GPP_PI_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,H_1_2_1,,1.9,SA-Gill Windmaster Pro,,,03-May
US-Prr,H_1_1_1,,11,GA_CP-LI-COR LI-7200,,,03-May
US-Prr,H_PI_F_1_2_1,,1.9,SA-Gill Windmaster Pro,,,03-May
US-Prr,H_PI_F_1_1_1,,11,GA_CP-LI-COR LI-7200,,,03-May
US-Prr,H2O_1_2_1,,1.9,SA-Gill Windmaster Pro,,,03-May
US-Prr,H2O_1_1_1,,11,GA_CP-LI-COR LI-7200,,,03-May
US-Prr,LE_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,LE_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,LE_PI_F_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,LE_PI_F_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,NEE_PI_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,NEE_PI_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,NEE_PI_F_1_2_1,,1.9,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,NEE_PI_F_1_1_1,,11,GA_CP-LI-COR LI-7200,SA-Gill Windmaster Pro,,03-May
US-Prr,PPFD_IN_1_2_1,,1.3,RAD-PAR Quantum,,,03-May
US-Prr,PPFD_IN_1_1_1,,16,RAD-PAR Quantum,,,03-May
US-Prr,PPFD_OUT_1_2_1,,1.3,RAD-PAR Quantum,,,03-May
US-Prr,PPFD_OUT_1_1_1,,16,RAD-PAR Quantum,,,03-May
US-Prr,P,,0,,,,03-May
US-Prr,PA,,0,,,,03-May
US-Prr,RECO_PI_1_2_1,,1.9,,,,03-May
US-Prr,RECO_PI_1_1_1,,11,,,,03-May
US-Prr,SW_IN_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,SW_IN_1_1_1,,16,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,LW_IN_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,LW_IN_1_1_1,,16,,,,03-May
US-Prr,LW_OUT_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,LW_OUT_1_1_1,,16,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,SW_OUT_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,SW_OUT_1_1_1,,16,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,RH_1_9_1,,1.5,RH-EM_abs,,,03-May
US-Prr,RH_1_8_1,,1.9,RH-EM_abs,,,03-May
US-Prr,RH_1_3_1,,11,RH-EM_abs,,,03-May
US-Prr,RH_1_2_1,,13,RH-EM_abs,,,03-May
US-Prr,RH_1_1_1,,16,RH-EM_abs,,,03-May
US-Prr,RH_1_7_1,,3,RH-EM_abs,,,03-May
US-Prr,RH_1_6_1,,4.5,RH-EM_abs,,,03-May
US-Prr,RH_1_5_1,,6,RH-EM_abs,,,03-May
US-Prr,RH_1_4_1,,9,RH-EM_abs,,,03-May
US-Prr,NETRAD_1_2_1,,1.3,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,NETRAD_1_1_1,,16,RAD-Pyrrad-SW+LW,,,03-May
US-Prr,SC_1_2_1,,1.9,,,,03-May
US-Prr,SC_1_1_1,,11,,,,03-May
US-Prr,SH_1_2_1,,1.9,,,,03-May
US-Prr,SH_1_1_1,,11,,,,03-May
US-Prr,SLE_1_2_1,,1.9,,,,03-May
US-Prr,SLE_1_1_1,,11,,,,03-May
US-Prr,SWC_1_2_1,,-0.1,SWC-TDR,,,03-May
US-Prr,SWC_1_3_1,,-0.2,SWC-TDR,,,03-May
US-Prr,SWC_1_4_1,,-0.3,SWC-TDR,,,03-May
US-Prr,SWC_1_5_1,,-0.4,SWC-TDR,,,03-May
US-Prr,SWC_1_1_1,,-0.05,SWC-TDR,,,03-May
US-Prr,TA_1_9_1,,1.5,TEMP-ElectResis,,,03-May
US-Prr,TA_1_8_1,,1.9,TEMP-ElectResis,,,03-May
US-Prr,TA_1_3_1,,11,TEMP-ElectResis,,,03-May
US-Prr,TA_1_2_1,,13,TEMP-ElectResis,,,03-May
US-Prr,TA_1_1_1,,16,TEMP-ElectResis,,,03-May
US-Prr,TA_1_7_1,,3,TEMP-ElectResis,,,03-May
US-Prr,TA_1_6_1,,4.5,TEMP-ElectResis,,,03-May
US-Prr,TA_1_5_1,,6,TEMP-ElectResis,,,03-May
US-Prr,TA_1_4_1,,9,TEMP-ElectResis,,,03-May
US-Prr,TS_1_2_1,,-0.1,TEMP-Thermis,,,03-May
US-Prr,TS_1_6_1,,-1,TEMP-Thermis,,,03-May
US-Prr,TS_1_3_1,,-0.2,TEMP-Thermis,,,03-May
US-Prr,TS_1_4_1,,-0.3,TEMP-Thermis,,,03-May
US-Prr,TS_1_5_1,,-0.4,TEMP-Thermis,,,03-May
US-Prr,TS_1_1_1,,-0.05,TEMP-Thermis,,,03-May
US-Prr,USTAR_1_2_1,,1.9,,,,03-May
US-Prr,USTAR_1_1_1,,11,,,,03-May
US-Prr,VPD_PI,,11,,,,03-May
US-Prr,WD_1_3_1,,1.9,,,,03-May
US-Prr,WD_1_2_1,,11,,,,03-May
US-Prr,WD_1_1_1,,16,,,,03-May
US-Prr,WS_1_10_1,,1.5,,,,03-May
US-Prr,WS_1_9_1,,1.9,,,,03-May
US-Prr,WS_1_3_1,,11,,,,03-May
US-Prr,WS_1_2_1,,13,,,,03-May
US-Prr,WS_1_1_1,,16,,,,03-May
US-Prr,WS_1_8_1,,3,,,,03-May
US-Prr,WS_1_7_1,,4.5,,,,03-May
US-Prr,WS_1_6_1,,6,,,,03-May
US-Prr,WS_1_5_1,,7.5,,,,03-May
US-Prr,WS_1_4_1,,9,,,,03-May
US-Ro1,CO2,,2.1,GA_OP-LI-COR LI-7500,,,05-May
US-Ro1,FC,,2.1,GA_OP-LI-COR LI-7500,,,05-May
US-Ro1,G,,-0.1,SOIL_H-Plate,,Huskeflux HFP01SC,05-May
US-Ro1,H,,2.1,GA_OP-LI-COR LI-7500,,,05-May
US-Ro1,H2O,,2.1,GA_OP-LI-COR LI-7500,,,05-May
US-Ro1,LE,,2.1,GA_OP-LI-COR LI-7500,,,05-May
US-Ro1,PPFD_IN,,3,RAD-PAR Quantum,,Kipp and Zonen PAR Lite,05-May
US-Ro1,P,,,PREC-WeightGauge,,Geonor T200,05-May
US-Ro1,PA,,3,PRES-ElectBar,,Vaisala PTB-110,05-May
US-Ro1,SW_IN_PI_F,,3.7,RAD-SW Pyran Class1,,Eppley PSP,05-May
US-Ro1,LW_IN,,3.7,RAD-LW Pyrgeom,,Eppley ,05-May
US-Ro1,LW_OUT,,3.7,RAD-LW Pyrgeom,,Eppley ,05-May
US-Ro1,SW_OUT,,3.7,RAD-SW Pyran Class1,,Eppley PSP,05-May
US-Ro1,RH,,3,TEMP-ElectResis,,Vaisala HMP35C ,05-May
US-Ro1,NETRAD_PI_F,,3.7,,,Eppley Components,05-May
US-Ro1,TA,,3,TEMP-ElectResis,,Vaisala HMP35C ,05-May
US-Ro1,TAU,,3,,,,05-May
US-Ro1,TS,,-0.1,TEMP-TCouple,,Type T,05-May
US-Ro1,T_CANOPY,,,TEMP-Other,,Apogee Infrared Radiometer,05-May
US-Ro1,T_SONIC,,2.1,SA-Campbell CSAT-3,,,05-May
US-Ro1,USTAR,,2.1,SA-Campbell CSAT-3,,,05-May
US-Ro1,VPD_PI,,3,,,,05-May
US-Ro1,WD,,2.1,SA-Campbell CSAT-3,,,05-May
US-Ro1,WS,,2.1,SA-Campbell CSAT-3,,,05-May
US-Ro2,CO2,,1.93,GA_OP-LI-COR LI-7500,,,01-May
US-Ro2,FC,,1.93,GA_OP-LI-COR LI-7500,,,01-May
US-Ro2,G,,-0.1,SOIL_H-Plate,,Huskeflux HFP01SC,01-May
US-Ro2,H,,1.93,GA_OP-LI-COR LI-7500,,,01-May
US-Ro1,WS_PI_F,,2.1,SA-Campbell CSAT-3,,,05-May
US-Ro2,H2O,,1.93,GA_OP-LI-COR LI-7500,,,01-May
US-Ro2,LE,,1.93,GA_OP-LI-COR LI-7500,,,01-May
US-Ro2,PPFD_IN,,3.7,RAD-PAR Quantum,,Kipp and Zonen PAR Lite,01-May
US-Ro2,P,,,PREC-WeightGauge,,Geonor T200,01-May
US-Ro2,PA,,3,PRES-ElectBar,,Vaisala PTB-110,01-May
US-Ro2,SW_IN,,3.7,RAD-SW Pyran Class1,,Eppley PSP,01-May
US-Ro2,LW_IN,,3.7,RAD-LW Pyrgeom,,Eppley ,01-May
US-Ro2,LW_OUT,,3.7,RAD-LW Pyrgeom,,Eppley ,01-May
US-Ro2,SW_OUT,,3.7,RAD-SW Pyran Class1,,Eppley PSP,01-May
US-Ro2,RH,,3,RH-Capac,,Vaisala HMP35C,01-May
US-Ro2,NETRAD,,3.7,,,Eppley Components,01-May
US-Ro2,SC,,1.93,,,,01-May
US-Ro2,SH,,1.93,,,,01-May
US-Ro2,SLE,,1.93,,,,01-May
US-Ro2,SWC_PI_1,,-0.05,SWC-TDR,,Campbell Scientific TDR100,01-May
US-Ro2,SWC_PI_2,,-0.1,SWC-TDR,,Campbell Scientific TDR100,01-May
US-Ro2,TA,,3,TEMP-ElectResis,,Vaisala HMP35C,01-May
US-Ro2,TS_PI_1,,-0.05,TEMP-TCouple,,Type T,01-May
US-Ro2,TS_PI_2,,-0.1,TEMP-TCouple,,Type T,01-May
US-Ro2,USTAR,,1.93,SA-Campbell CSAT-3,,,01-May
US-Ro2,WD,,1.93,SA-Campbell CSAT-3,,,01-May
US-Ro2,WS,,1.93,SA-Campbell CSAT-3,,,01-May
US-Ro2,ZL,,1.93,SA-Campbell CSAT-3,,,01-May
US-Ro3,G,,-0.1,SOIL_H-Plate,,Huskeflux HFPO1SC,04-May
US-Ro3,H,,2.1,GA_OP-LI-COR LI-7500,,,04-May
US-Ro3,H2O,,2.1,GA_OP-LI-COR LI-7500,,,04-May
US-Ro3,LE,,2.1,GA_OP-LI-COR LI-7500,,,04-May
US-Ro3,P,,,PREC-WeightGauge,,Geonor T200,04-May
US-Ro3,PA,,,PRES-ElectBar,,Vaisala PTB-110 barometer,04-May
US-Ro3,SW_IN,,3.7,RAD-SW Pyran Class1,,Eppley PSP,04-May
US-Ro3,RH,,3,RH-Capac,,Vaisala HMP35C,04-May
US-Ro3,NETRAD,,3.7,,,Kipp and Zonen NRLite,04-May
US-Ro3,TA,,3,TEMP-ElectResis,,Vaisala HMP35C,04-May
US-Ro3,TS,,-0.1,TEMP-TCouple,,Type T,04-May
US-Ro3,T_SONIC,,2.1,SA-Campbell CSAT-3,,,04-May
US-Ro3,USTAR,,2.1,SA-Campbell CSAT-3,,,04-May
US-Ro3,WS,,2.1,SA-Campbell CSAT-3,,,04-May
US-Seg,CO2,,3.1,GA-Other,,LI-COR LI-7500,11-May
US-Seg,FC,,3.1,,,,11-May
US-Seg,FC_PI_F,,3.1,,,,11-May
US-Seg,FH2O,,3.1,,,,11-May
US-Seg,FH2O_PI_F,,3.1,,,,11-May
US-Seg,H,,3.1,,,,11-May
US-Seg,H_PI_F,,3.1,,,,11-May
US-Seg,H2O,,3.1,GA-Other,,LI-COR LI-7500,11-May
US-Seg,LE,,3.1,,,,11-May
US-Seg,LE_PI_F,,3.1,,,,11-May
US-Seg,PPFD_IN,,2.9,,,,11-May
US-Seg,P,,1,,,,11-May
US-Seg,P_PI_F,,1,,,,11-May
US-Seg,SW_IN,,2.9,,,,11-May
US-Seg,SW_IN_PI_F,,2.9,,,,11-May
US-Seg,LW_IN,,2.9,,,,11-May
US-Seg,LW_IN_PI_F,,2.9,,,,11-May
US-Seg,LW_OUT,,2.9,,,,11-May
US-Seg,SW_OUT,,2.9,,,,11-May
US-Seg,RH,,2.45,,,,11-May
US-Seg,RH_PI_F,,2.45,,,,11-May
US-Seg,NETRAD,,2.9,,,,11-May
US-Seg,NETRAD_PI_F,,2.9,,,,11-May
US-Seg,TA,,2.45,,,,11-May
US-Seg,TA_PI_F,,2.45,,,,11-May
US-Seg,USTAR,,3.1,,,,11-May
US-Seg,VPD_PI,,2.45,,,,11-May
US-Seg,VPD_PI_F,,2.45,,,,11-May
US-Seg,WD,,3.1,,,,11-May
US-Seg,WS,,3.1,,,,11-May
US-Ses,CO2,,3.1,GA-Other,,LI-COR LI-7500,11-May
US-Ses,FC,,3.1,,,,11-May
US-Ses,FC_PI_F,,3.1,,,,11-May
US-Ses,FH2O,,3.1,,,,11-May
US-Ses,FH2O_PI_F,,3.1,,,,11-May
US-Ses,H,,3.1,,,,11-May
US-Ses,H_PI_F,,3.1,,,,11-May
US-Ses,LE,,3.1,,,,11-May
US-Ses,LE_PI_F,,3.1,,,,11-May
US-Ses,PPFD_IN,,3.2,,,,11-May
US-Ses,H2O,,3.1,GA-Other,,LI-COR LI-7500,11-May
US-Ses,P,,0.9,,,,11-May
US-Ses,P_PI_F,,0.9,,,,11-May
US-Ses,SW_IN,,3.2,,,,11-May
US-Ses,SW_IN_PI_F,,3.2,,,,11-May
US-Ses,LW_IN,,3.2,,,,11-May
US-Ses,LW_IN_PI_F,,3.2,,,,11-May
US-Ses,LW_OUT,,3.2,,,,11-May
US-Ses,SW_OUT,,3.2,,,,11-May
US-Ses,RH,,2.15,,,,11-May
US-Ses,RH_PI_F,,2.15,,,,11-May
US-Ses,NETRAD,,3.2,,,,11-May
US-Ses,NETRAD_PI_F,,3.2,,,,11-May
US-Ses,TA,,2.15,,,,11-May
US-Ses,TA_PI_F,,2.15,,,,11-May
US-Ses,USTAR,,3.1,,,,11-May
US-Ses,VPD_PI,,2.15,,,,11-May
US-Ses,VPD_PI_F,,2.15,,,,11-May
US-Ses,WD,,3.1,,,,11-May
US-Ses,WS,,3.1,,,,11-May
US-SFP,FC,,7,,,,02-May
US-SFP,H,,7,,,,02-May
US-SFP,LE,,7,,,,02-May
US-SFP,SWC_1_1_1,,-0.05,,,,02-May
US-SFP,SWC_1_2_1,,-0.1,,,,02-May
US-SFP,TS_1_1_1,,-0.02,,,,02-May
US-SFP,TS_1_2_1,,-0.05,,,,02-May
US-Shd,CO2_1,,4.5,,,,02-Jan
US-Shd,FC,,4.5,,,,02-Jan
US-Shd,H,,4.5,,,,02-Jan
US-Shd,LE,,4.5,,,,02-Jan
US-Shd,PA,,3.5,,,,02-Jan
US-Shd,SW_IN,,3.5,,,,02-Jan
US-Shd,SW_OUT,,3.5,,,,02-Jan
US-Shd,RH,,4.5,,,,02-Jan
US-Shd,NETRAD,,3.5,,,,02-Jan
US-Shd,TA,,4.5,,,,02-Jan
US-Shd,WD,,4.5,,,,02-Jan
US-Shd,WS,,4.5,,,,02-Jan
US-Skr,CO2_1,,27,,,,01-Jan
US-Skr,FC,,27,,,,01-Jan
US-Skr,G,,-0.1,,,,01-Jan
US-Skr,H,,27,,,,01-Jan
US-Skr,H2O,,27,,,,01-Jan
US-Skr,LE,,27,,,,01-Jan
US-Skr,PPFD_IN,,27,,,,01-Jan
US-Skr,SW_IN,,27,,,,01-Jan
US-Skr,LW_IN,,27,,,,01-Jan
US-Skr,LW_OUT,,27,,,,01-Jan
US-Skr,SW_OUT,,27,,,,01-Jan
US-Skr,RH,,27,,,,01-Jan
US-Skr,NETRAD,,27,,,,01-Jan
US-Skr,TA,,27,,,,01-Jan
US-Skr,TS_1,,-0.02,,,,01-Jan
US-Skr,TS_2,,-0.1,,,,01-Jan
US-Skr,VPD_PI,,27,,,,01-Jan
US-Skr,WD,,27,,,,01-Jan
US-Skr,WS,,27,,,,01-Jan
US-Slt,CO2_1,,19,,,,05-Jan
US-Slt,FC,,19,,,,05-Jan
US-Slt,G,,-0.1,,,,05-Jan
US-Slt,H,,19,,,,05-Jan
US-Slt,LE,,19,,,,05-Jan
US-Slt,PPFD_IN,,17,,,,05-Jan
US-Slt,PA,,2,,,,05-Jan
US-Slt,SW_IN,,17,,,,05-Jan
US-Slt,LW_IN,,17,,,,05-Jan
US-Slt,LW_OUT,,17,,,,05-Jan
US-Slt,SW_OUT,,17,,,,05-Jan
US-Slt,RH,,17,,,,05-Jan
US-Slt,NETRAD,,17,,,,05-Jan
US-Slt,TA,,17,,,,05-Jan
US-Slt,TS_1,,-0.05,,,,05-Jan
US-Slt,USTAR,,19,,,,05-Jan
US-Slt,VPD_PI,,17,,,,05-Jan
US-Slt,WD,,17,,,,05-Jan
US-Slt,WS,,17,,,,05-Jan
US-Snd,CO2_1,,2.81,GA-Other,,LI-COR LI-7500,02-Jan
US-Snd,FC,,2.81,,,,02-Jan
US-Snd,G,,-0.01,,,,02-Jan
US-Snd,H,,2.81,,,,02-Jan
US-Snd,H2O,,2.81,GA-Other,,LI-COR LI-7500,02-Jan
US-Snd,LE,,2.81,,,,02-Jan
US-Snd,PPFD_IN,,2.68,RAD-Other,,Kipp and Zonen PAR-LITE,02-Jan
US-Snd,PPFD_DIF,,2,RAD-Other,,Kipp and Zonen PAR-LITE,02-Jan
US-Snd,PPFD_OUT,,2.42,RAD-Other,,Kipp and Zonen PAR-LITE,02-Jan
US-Snd,P,,2.55,,,,02-Jan
US-Snd,SW_IN,,2.55,RAD-Other,,Kipp and Zonen CNR1,02-Jan
US-Snd,RH,,2.6,RH-Other,,Vaisala HMP45C,02-Jan
US-Snd,NETRAD,,2.55,,,,02-Jan
US-Snd,SWC_1,,-0.1,,,,02-Jan
US-Snd,SWC_2,,-0.2,,,,02-Jan
US-Snd,TS_2,,-0.16,,,,02-Jan
US-Snd,TA,,2.6,TEMP-Other,,Vaisala HMP45C,02-Jan
US-Snd,TS_1,,-0.08,,,,02-Jan
US-Snd,USTAR,,3.16,,,,02-Jan
US-Snd,VPD_PI,,2.6,,,,02-Jan
US-Snd,WD,,3.16,,,,02-Jan
US-Snd,WS,,3.16,WIND-Other,,Gill Windmaster Pro,02-Jan
US-SO2,CO2_1,,4.5,GA-Other,,LI-7500 open path IRGA 4.5m,01-Jan
US-SO2,FC,,4.5,,,,01-Jan
US-SO2,G,,-0.08,,,,01-Jan
US-SO2,H,,4.5,,,,01-Jan
US-SO2,H2O,,4.5,GA-Other,,LI-7500 open path IRGA 4.5m,01-Jan
US-SO2,LE,,4.5,,,,01-Jan
US-SO2,PPFD_IN,,2.5,,,,01-Jan
US-SO2,P,,0.2,,,,01-Jan
US-SO2,PA,,1,PRES-Other,,Vaisala PTB100A 1m,01-Jan
US-SO2,SW_IN,,2.5,RAD-Other,,Licor Pyranometer 2.5m,01-Jan
US-SO2,RH,,2.4,RH-Other,,Vaisala HMP45 2.4m,01-Jan
US-SO2,NETRAD,,2,,,,01-Jan
US-SO2,TA,,2.4,TEMP-Other,,Vaisala HMP45 2.4m,01-Jan
US-SO2,USTAR,,4.5,,,,01-Jan
US-SO2,VPD_PI,,2.4,,,,01-Jan
US-SO2,WD,,4.5,,,,01-Jan
US-SO2,WS,,4.5,WIND-Other,,Gill Wind Master Pro 4.5m,01-Jan
US-SP1,FC,,32,,,,04-Jan
US-SP1,G,,-0.1,,,,04-Jan
US-SP1,H,,32,,,,04-Jan
US-SP1,LE,,32,,,,04-Jan
US-SP1,PPFD_IN,,32,,,,04-Jan
US-SP1,SW_IN,,32,,,,04-Jan
US-SP1,RH,,30,,,,04-Jan
US-SP1,NETRAD,,32,,,,04-Jan
US-SP1,TA,,30,,,,04-Jan
US-SP1,TS_1,,-0.05,,,,04-Jan
US-SP1,USTAR,,32,,,,04-Jan
US-SP1,VPD_PI,,32,,,,04-Jan
US-SP1,WD,,32,,,,04-Jan
US-SP1,WS,,30,,,,04-Jan
US-SP2,G,,-0.1,,,,03-Jan
US-SP2,TS_1,,-0.05,,,,03-Jan
US-SP3,G,,-0.1,,,,03-Jan
US-SP3,TS_1,,-0.05,,,,03-Jan
US-SP4,FC,,14,,,,03-May
US-SP4,G,,-0.1,,,,03-May
US-SP4,H,,14,,,,03-May
US-SP4,LE,,14,,,,03-May
US-SP4,PPFD_IN,,14,,,,03-May
US-SP4,SW_IN,,14,,,,03-May
US-SP4,RH,,30,,,,03-May
US-SP4,NETRAD,,14,,,,03-May
US-SP4,TA,,30,,,,03-May
US-SP4,WS,,30,,,,03-May
US-SRC,CO2,,3.75,GA-Other,,LI7500,06-May
US-SRC,FC_1_1_1,,3.75,,,,06-May
US-SRC,H,,3.75,,,,06-May
US-SRC,H2O,,3.75,,,,06-May
US-SRC,LE,,3.75,,,,06-May
US-SRC,G,,-0.05,SOIL_H-Other,,Huseflux sensor,06-May
US-SRC,P,,1,PREC-Other,,tipping bucket rain gage,06-May
US-SRC,PA,,3.75,PRES-Other,,LI7500,06-May
US-SRC,SW_IN,,2.75,,,,06-May
US-SRC,LW_IN,,2.75,,,,06-May
US-SRC,LW_OUT,,2.75,,,,06-May
US-SRC,SW_OUT,,2.75,,,,06-May
US-SRC,RH,,3.3,RH-Other,,HMP sensor,06-May
US-SRC,NETRAD,,2.75,,,,06-May
US-SRC,SWC_1_1_1,,-0.025,,,,06-May
US-SRG,G,,-0.05,SOIL_H-Plate,,,05-May
US-SRG,H,,3.25,SA-Campbell CSAT-3,,,05-May
US-SRC,SWC_1_2_1,,-0.125,,,,06-May
US-SRG,LE,,3.25,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,05-May
US-SRC,TA,,3.3,TEMP-Other,,HMP sensor,06-May
US-SRC,TS,,-0.05,,,,06-May
US-SRC,USTAR,,3.75,,,,06-May
US-SRC,VPD_PI,,3.3,,,,06-May
US-SRG,CO2,,3.25,GA_OP-LI-COR LI-7500,,,05-May
US-SRG,FC,,3.25,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,05-May
US-SRC,WD,,3.3,WIND-Other,,RM Young Wind Sensor,06-May
US-SRC,WS,,3.3,WIND-Other,,RM Young Wind Sensor,06-May
US-SRG,H2O,,3.25,GA_OP-LI-COR LI-7500,,,05-May
US-SRG,PPFD_IN,,3.5,RAD-PAR Quantum,,,05-May
US-SRG,PPFD_OUT,,3.5,RAD-PAR Quantum,,,05-May
US-SRG,P,,1,PREC-WeightGauge,,,05-May
US-SRG,PA,,3.25,GA_OP-LI-COR LI-7500,,,05-May
US-SRG,SW_IN,,2.6,RAD-Pyrrad-SW+LW,,,05-May
US-SRG,LW_IN,,2.6,RAD-Pyrrad-SW+LW,,,05-May
US-SRG,LW_OUT,,2.6,RAD-Pyrrad-SW+LW,,,05-May
US-SRG,SW_OUT,,2.6,RAD-Pyrrad-SW+LW,,,05-May
US-SRG,RH_1_1_1,,2.9,RH-Capac,,,05-May
US-SRG,NETRAD,,2.6,RAD-Pyrrad-SW+LW,,,05-May
US-SRG,SWC_1_1_1,,-0.05,SWC-TDR,,,05-May
US-SRG,SWC_2_1_1,,-0.05,SWC-TDR,,,05-May
US-SRG,SWC_2_2_1,,-0.1,SWC-TDR,,,05-May
US-SRG,SWC_2_3_1,,-0.2,SWC-TDR,,,05-May
US-SRG,SWC_2_4_1,,-0.3,SWC-TDR,,,05-May
US-SRG,SWC_2_5_1,,-0.45,SWC-TDR,,,05-May
US-SRM,LE,,7.82,GA_OP-LI-COR LI-7500,SA-Campbell CSAT-3,,17-May
US-SRM,PPFD_IN,,8.3,RAD-PAR Quantum,,,17-May
US-SRM,PPFD_OUT,,7.1,RAD-PAR Quantum,,,17-May
US-SRG,SWC_1_2_1,,-0.1,SWC-TDR,,,05-May
US-SRG,SWC_1_3_1,,-0.2,SWC-TDR,,,05-May
US-SRG,SWC_1_4_1,,-0.3,SWC-TDR,,,05-May
US-SRG,SWC_1_5_1,,-0.45,SWC-TDR,,,05-May
US-SRG,SWC_1_6_1,,-0.75,SWC-TDR,,,05-May
US-SRG,TA_1_1_1,,2.9,TEMP-ElectResis,,,05-May
US-SRG,TS_1_1_1,,-0.04,TEMP-TCouple,,,05-May
US-SRG,TS_2_1_1,,-0.04,TEMP-TCouple,,,05-May
US-SRG,TS_2_2_1,,-0.08,TEMP-TCouple,,,05-May
US-SRG,TS_1_3_1,,-0.18,TEMP-TCouple,,,05-May
US-SRG,TS_1_4_1,,-0.28,TEMP-TCouple,,,05-May
US-SRG,TS_1_5_1,,-0.45,TEMP-TCouple,,,05-May
US-SRG,TS_1_6_1,,-0.75,TEMP-TCouple,,,05-May
US-SRG,TS_1_2_1,,-0.08,TEMP-TCouple,,,05-May
US-SRG,T_SONIC,,3.25,SA-Campbell CSAT-3,,,05-May
US-SRG,USTAR,,3.25,SA-Campbell CSAT-3,,,05-May
US-SRG,WD_1_1_1,,3.25,SA-Campbell CSAT-3,,,05-May
US-SRG,WS_1_1_1,,3.25,SA-Campbell CSAT-3,,,05-May
US-SRM,CO2,,7.82,GA_OP-LI-COR LI-7500,,,17-May
US-SRM,FC,,7.82,,,,17-May
US-SRM,G_PI_1_1_A,,-0.025,SOIL_H-Plate,,,17-May
US-SRM,H,,7.82,SA-Campbell CSAT-3,,,17-May
US-SRM,H2O,,7.82,GA_OP-LI-COR LI-7500,,,17-May
US-SRM,P,,0.5,PREC-WeightGauge,,,17-May
US-SRM,PA,,7.82,GA_OP-LI-COR LI-7500,,,17-May
US-SRM,SW_IN,,7.1,RAD-Pyrrad-SW+LW,,,17-May
US-SRM,LW_IN,,7.1,RAD-Pyrrad-SW+LW,,,17-May
US-SRM,LW_OUT,,7.1,RAD-Pyrrad-SW+LW,,,17-May
US-SRM,SW_OUT,,7.1,RAD-Pyrrad-SW+LW,,,17-May
US-SRM,RH_1_1_1,,6,RH-Capac,,,17-May
US-SRM,NETRAD,,7.1,RAD-Pyrrad-SW+LW,,,17-May
US-SRM,SWC_PI_1_1_A,,-0.05,SWC-TDR,,,17-May
US-SRM,SWC_PI_1_2_A,,-0.1,SWC-TDR,,,17-May
